order_id,Order Date,ship_date,ship_mode,customer_name,segment,state,country,product_id,category,sub_category,product_name,sales,quantity,discount,shipping_cost
IN-2011-44803,02/05/2011,03/05/2011,First Class,Jason Klamczynski,Corporate,Anhui,China,OFF-SU-10001731,Office Supplies,Supplies,"Acme Letter Opener, Serrated",81,3,0,25.85
IN-2011-17202,02/05/2011,07/05/2011,Standard Class,Valerie Dominguez,Consumer,Yangon,Myanmar (Burma),FUR-CH-10003965,Furniture,Chairs,"Hon Rocking Chair, Red",477,5,0.27,24.43
IN-2011-44803,02/05/2011,03/05/2011,First Class,Jason Klamczynski,Corporate,Anhui,China,OFF-SU-10001869,Office Supplies,Supplies,"Stiletto Scissors, Steel",115,5,0,21.48
NI-2011-2380,02/05/2011,04/05/2011,First Class,Rick Huthwaite,Home Office,Rivers,Nigeria,TEC-MEM-10002005,Technology,Accessories,"Memorex Router, Erganomic",73,1,0.7,20.54
ES-2011-4549921,02/05/2011,09/05/2011,Standard Class,Jay Fein,Consumer,North Rhine-Westphalia,Germany,TEC-MA-10000686,Technology,Machines,"Epson Phone, Wireless",162,2,0,19.04
CG-2011-5080,02/05/2011,07/05/2011,Standard Class,George Ashbrook,Consumer,Kinshasa,Democratic Republic of the Congo,OFF-BOS-10001711,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",98,2,0,9.89
CA-2011-115056,02/05/2011,02/05/2011,Same Day,Andrew Roberts,Consumer,Ohio,United States,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,26,3,0.2,6.94
UP-2011-3170,02/05/2011,04/05/2011,First Class,Richard Bierner,Consumer,Sumy,Ukraine,OFF-BIC-10001510,Office Supplies,Art,"BIC Pencil Sharpener, Easy-Erase",59,2,0,6.42
CG-2011-5080,02/05/2011,07/05/2011,Standard Class,George Ashbrook,Consumer,Kinshasa,Democratic Republic of the Congo,OFF-CAR-10000202,Office Supplies,Binders,"Cardinal Binding Machine, Clear",49,1,0,3.67
IN-2011-17202,02/05/2011,07/05/2011,Standard Class,Valerie Dominguez,Consumer,Yangon,Myanmar (Burma),OFF-LA-10000635,Office Supplies,Labels,"Harbour Creations Shipping Labels, 5000 Label Set",49,5,0.17,3.11
ID-2011-42031,02/05/2011,07/05/2011,Standard Class,Paul Lucas,Home Office,National Capital,Philippines,OFF-FA-10001521,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Assorted Sizes",24,4,0.45,2.83
IN-2011-17202,02/05/2011,07/05/2011,Standard Class,Valerie Dominguez,Consumer,Yangon,Myanmar (Burma),OFF-FA-10002015,Office Supplies,Fasteners,"Stockwell Push Pins, 12 Pack",23,2,0.17,1.44
TZ-2011-4790,03/05/2011,05/05/2011,First Class,Toby Ritter,Consumer,Dar Es Salaam,Tanzania,TEC-HEW-10001074,Technology,Copiers,"Hewlett Fax Machine, Color",643,2,0,205.74
ES-2011-2132896,03/05/2011,07/05/2011,Second Class,Muhammed MacIntyre,Corporate,Bremen,Germany,TEC-PH-10000705,Technology,Phones,"Apple Headset, Cordless",533,7,0,115.66
ES-2011-2132896,03/05/2011,07/05/2011,Second Class,Muhammed MacIntyre,Corporate,Bremen,Germany,OFF-ST-10004060,Office Supplies,Storage,"Eldon Lockers, Single Width",534,3,0.1,53.73
CA-2011-5840,03/05/2011,09/05/2011,Standard Class,Cindy Chapman,Consumer,Ontario,Canada,TEC-STA-10004181,Technology,Machines,"StarTech Inkjet, Durable",600,2,0,52.98
TZ-2011-4790,03/05/2011,05/05/2011,First Class,Toby Ritter,Consumer,Dar Es Salaam,Tanzania,TEC-EPS-10001644,Technology,Machines,"Epson Phone, Durable",146,2,0.1,48.25
TZ-2011-4790,03/05/2011,05/05/2011,First Class,Toby Ritter,Consumer,Dar Es Salaam,Tanzania,OFF-TEN-10000433,Office Supplies,Storage,"Tenex Lockers, Wire Frame",183,1,0.1,34.03
IN-2011-72215,03/05/2011,08/05/2011,Standard Class,Jim Radford,Consumer,Inner Mongolia,China,FUR-BO-10002308,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",589,3,0,26.78
TZ-2011-4790,03/05/2011,05/05/2011,First Class,Toby Ritter,Consumer,Dar Es Salaam,Tanzania,OFF-ELD-10004625,Office Supplies,Storage,"Eldon Trays, Blue",86,2,0.1,25.32
ES-2011-2132896,03/05/2011,07/05/2011,Second Class,Muhammed MacIntyre,Corporate,Bremen,Germany,TEC-MA-10003856,Technology,Machines,"Okidata Calculator, Red",99,2,0,17.35
IN-2011-72215,03/05/2011,08/05/2011,Standard Class,Jim Radford,Consumer,Inner Mongolia,China,OFF-ST-10004315,Office Supplies,Storage,"Rogers Lockers, Blue",423,2,0,17.25
CG-2011-9150,03/05/2011,07/05/2011,Standard Class,Erica Hackney,Consumer,Orientale,Democratic Republic of the Congo,OFF-STA-10003756,Office Supplies,Art,"Stanley Sketch Pad, Blue",89,2,0,16.76
CG-2011-9150,03/05/2011,07/05/2011,Standard Class,Erica Hackney,Consumer,Orientale,Democratic Republic of the Congo,OFF-ADV-10004598,Office Supplies,Fasteners,"Advantus Paper Clips, Metal",107,8,0,15.89
IN-2011-81595,03/05/2011,08/05/2011,Standard Class,Anthony Johnson,Corporate,New South Wales,Australia,OFF-ST-10000806,Office Supplies,Storage,"Fellowes Shelving, Industrial",117,2,0,9.78
MX-2011-112277,03/05/2011,08/05/2011,Standard Class,Anne McFarland,Consumer,Puebla,Mexico,OFF-EN-10001771,Office Supplies,Envelopes,"Kraft Mailers, Set of 50",176,7,0,8.3
MX-2011-131856,03/05/2011,07/05/2011,Standard Class,Joseph Holt,Consumer,Managua,Nicaragua,OFF-SU-10002169,Office Supplies,Supplies,"Fiskars Letter Opener, High Speed",55,3,0,7.93
MX-2011-131856,03/05/2011,07/05/2011,Standard Class,Joseph Holt,Consumer,Managua,Nicaragua,OFF-PA-10000935,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor",62,3,0,7.89
TZ-2011-4790,03/05/2011,05/05/2011,First Class,Toby Ritter,Consumer,Dar Es Salaam,Tanzania,FUR-ELD-10003828,Furniture,Furnishings,"Eldon Light Bulb, Erganomic",24,1,0,7.14
CA-2011-5840,03/05/2011,09/05/2011,Standard Class,Cindy Chapman,Consumer,Ontario,Canada,OFF-ACC-10000102,Office Supplies,Binders,"Acco Binding Machine, Clear",101,2,0,6.8
IN-2011-72215,03/05/2011,08/05/2011,Standard Class,Jim Radford,Consumer,Inner Mongolia,China,OFF-EN-10001975,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint",49,3,0,5.85
BY-2011-3790,03/05/2011,07/05/2011,Standard Class,Mark Van Huff,Consumer,Bujumbura-Mairie,Burundi,FUR-DEF-10000810,Furniture,Furnishings,"Deflect-O Stacking Tray, Black",51,2,0,5.68
MX-2011-112277,03/05/2011,08/05/2011,Standard Class,Anne McFarland,Consumer,Puebla,Mexico,FUR-CH-10001130,Furniture,Chairs,"Harbour Creations Swivel Stool, Set of Two",97,1,0.2,4.54
TZ-2011-4790,03/05/2011,05/05/2011,First Class,Toby Ritter,Consumer,Dar Es Salaam,Tanzania,OFF-IBI-10004916,Office Supplies,Binders,"Ibico Binder Covers, Recycled",28,2,0,3.89
IN-2011-56486,03/05/2011,09/05/2011,Standard Class,Janet Molinari,Corporate,Ho Chí Minh City,Vietnam,TEC-PH-10004578,Technology,Phones,"Nokia Office Telephone, with Caller ID",54,1,0.17,2.95
IN-2011-72215,03/05/2011,08/05/2011,Standard Class,Jim Radford,Consumer,Inner Mongolia,China,OFF-AR-10000097,Office Supplies,Art,"BIC Sketch Pad, Blue",146,3,0,2.88
MX-2011-131856,03/05/2011,07/05/2011,Standard Class,Joseph Holt,Consumer,Managua,Nicaragua,OFF-FA-10003058,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",27,3,0,2.78
CA-2011-135755,03/05/2011,10/05/2011,Standard Class,Nathan Cano,Consumer,New York,United States,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,40,3,0.2,2.54
IN-2011-81595,03/05/2011,08/05/2011,Standard Class,Anthony Johnson,Corporate,New South Wales,Australia,OFF-ST-10004141,Office Supplies,Storage,"Rogers Folders, Wire Frame",60,2,0,2.17
ID-2011-54176,03/05/2011,09/05/2011,Standard Class,Andrew Roberts,Consumer,New South Wales,Australia,OFF-BI-10001399,Office Supplies,Binders,"Avery Binder Covers, Clear",28,3,0.1,1.94
ID-2011-54176,03/05/2011,09/05/2011,Standard Class,Andrew Roberts,Consumer,New South Wales,Australia,OFF-LA-10004430,Office Supplies,Labels,"Avery Shipping Labels, Laser Printer Compatible",32,3,0.1,1.6
CA-2011-130274,03/05/2011,05/05/2011,First Class,Joni Sundaresam,Home Office,Wisconsin,United States,OFF-LA-10002195,Office Supplies,Labels,Avery 481,22,7,0,1.21
CG-2011-9150,03/05/2011,07/05/2011,Standard Class,Erica Hackney,Consumer,Orientale,Democratic Republic of the Congo,OFF-ELD-10000024,Office Supplies,Storage,"Eldon Folders, Blue",17,1,0,1.21
CA-2011-135755,03/05/2011,10/05/2011,Standard Class,Nathan Cano,Consumer,New York,United States,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",11,3,0.2,0.9
ID-2011-54176,03/05/2011,09/05/2011,Standard Class,Andrew Roberts,Consumer,New South Wales,Australia,OFF-BI-10000168,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",15,3,0.1,0.7
ID-2011-54176,03/05/2011,09/05/2011,Standard Class,Andrew Roberts,Consumer,New South Wales,Australia,OFF-BI-10000168,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",15,3,0.1,0.64
MX-2011-134705,04/05/2011,08/05/2011,Standard Class,Xylona Preis,Consumer,San Salvador,El Salvador,FUR-TA-10003926,Furniture,Tables,"Hon Wood Table, with Bottom Storage",2834,10,0.2,269.94
ES-2011-5276461,04/05/2011,10/05/2011,Standard Class,Denny Joy,Corporate,Baden-Württemberg,Germany,FUR-BO-10000279,Furniture,Bookcases,"Dania Classic Bookcase, Pine",1113,3,0.1,170.12
ES-2011-3249098,04/05/2011,08/05/2011,Standard Class,Sarah Foster,Consumer,England,United Kingdom,TEC-MA-10000161,Technology,Machines,"Okidata Inkjet, Wireless",1413,5,0.1,161.76
ES-2011-3431770,04/05/2011,07/05/2011,Second Class,Stuart Calhoun,Consumer,Bavaria,Germany,TEC-CO-10000500,Technology,Copiers,"Canon Fax and Copier, High-Speed",379,2,0,58.73
ES-2011-4182812,04/05/2011,08/05/2011,Standard Class,Tracy Zic,Consumer,North Rhine-Westphalia,Germany,TEC-MA-10003923,Technology,Machines,"Okidata Receipt Printer, Durable",369,3,0,32.71
ES-2011-4182812,04/05/2011,08/05/2011,Standard Class,Tracy Zic,Consumer,North Rhine-Westphalia,Germany,OFF-AR-10001533,Office Supplies,Art,"Sanford Sketch Pad, Easy-Erase",229,5,0,26.68
ES-2011-4182812,04/05/2011,08/05/2011,Standard Class,Tracy Zic,Consumer,North Rhine-Westphalia,Germany,OFF-AR-10003829,Office Supplies,Art,"Stanley Markers, Fluorescent",188,8,0,20.83
ID-2011-74721,04/05/2011,05/05/2011,First Class,Harry Greene,Consumer,Yogyakarta,Indonesia,OFF-FA-10001010,Office Supplies,Fasteners,"Stockwell Clamps, Metal",82,8,0.47,20.1
ES-2011-2087362,04/05/2011,09/05/2011,Standard Class,Marc Harrigan,Home Office,Bavaria,Germany,FUR-FU-10003651,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic",112,5,0,13.26
ES-2011-3431770,04/05/2011,07/05/2011,Second Class,Stuart Calhoun,Consumer,Bavaria,Germany,OFF-AR-10001777,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",99,2,0,13.19
ID-2011-74721,04/05/2011,05/05/2011,First Class,Harry Greene,Consumer,Yogyakarta,Indonesia,TEC-MA-10004298,Technology,Machines,"Panasonic Calculator, Durable",42,1,0.17,12.86
ES-2011-5158527,04/05/2011,08/05/2011,Standard Class,Evan Minnotte,Home Office,North Rhine-Westphalia,Germany,TEC-PH-10002586,Technology,Phones,"Nokia Office Telephone, with Caller ID",65,1,0,11.73
CA-2011-111899,04/05/2011,05/05/2011,First Class,Nat Carroll,Consumer,Texas,United States,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,38,2,0.2,8.83
ID-2011-74721,04/05/2011,05/05/2011,First Class,Harry Greene,Consumer,Yogyakarta,Indonesia,OFF-AP-10002017,Office Supplies,Appliances,"Cuisinart Blender, Red",56,1,0.17,7.34
ES-2011-5276461,04/05/2011,10/05/2011,Standard Class,Denny Joy,Corporate,Baden-Württemberg,Germany,OFF-AR-10000266,Office Supplies,Art,"BIC Markers, Fluorescent",55,2,0,6.42
CA-2011-155271,04/05/2011,04/05/2011,Same Day,Andrew Allen,Consumer,Connecticut,United States,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27,2,0,6.23
ES-2011-5158527,04/05/2011,08/05/2011,Standard Class,Evan Minnotte,Home Office,North Rhine-Westphalia,Germany,OFF-LA-10003210,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",35,4,0,5.92
SU-2011-8360,04/05/2011,10/05/2011,Standard Class,Erin Smith,Corporate,Red Sea,Sudan,OFF-HOO-10003338,Office Supplies,Appliances,"Hoover Blender, Silver",97,1,0,5.91
SF-2011-9350,04/05/2011,08/05/2011,Standard Class,Guy Thornton,Consumer,Gauteng,South Africa,OFF-STA-10001636,Office Supplies,Art,"Stanley Markers, Water Color",25,1,0,4.47
CA-2011-117709,04/05/2011,08/05/2011,Standard Class,Paul MacIntyre,Consumer,Michigan,United States,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,47,4,0,2.49
ES-2011-5276461,04/05/2011,10/05/2011,Standard Class,Denny Joy,Corporate,Baden-Württemberg,Germany,OFF-AR-10002433,Office Supplies,Art,"Stanley Pens, Easy-Erase",31,3,0,2.47
ES-2011-2087362,04/05/2011,09/05/2011,Standard Class,Marc Harrigan,Home Office,Bavaria,Germany,OFF-LA-10001633,Office Supplies,Labels,"Novimex File Folder Labels, 5000 Label Set",26,3,0,2.37
ES-2011-3581861,04/05/2011,06/05/2011,Second Class,Andrew Gjertsen,Corporate,Lazio,Italy,FUR-FU-10004313,Furniture,Furnishings,"Eldon Light Bulb, Duo Pack",76,3,0,2.21
US-2011-148194,04/05/2011,07/05/2011,First Class,Bill Shonely,Corporate,Washington,United States,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",12,7,0,2.13
CA-2011-111899,04/05/2011,05/05/2011,First Class,Nat Carroll,Consumer,Texas,United States,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,5,6,0.2,1.68
US-2011-148194,04/05/2011,07/05/2011,First Class,Bill Shonely,Corporate,Washington,United States,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,58,4,0,1.24
ES-2011-5793145,05/05/2011,10/05/2011,Standard Class,Steve Chapman,Corporate,Vienna,Austria,TEC-CO-10000660,Technology,Copiers,"Hewlett Copy Machine, Color",1047,4,0,90.56
ES-2011-5793145,05/05/2011,10/05/2011,Standard Class,Steve Chapman,Corporate,Vienna,Austria,TEC-CO-10002601,Technology,Copiers,"Brother Fax and Copier, Digital",382,2,0,27.93
MX-2011-109596,05/05/2011,11/05/2011,Standard Class,Patrick Jones,Corporate,Managua,Nicaragua,FUR-BO-10001646,Furniture,Bookcases,"Safco Corner Shelving, Metal",298,3,0,15.87
IT-2011-2558119,05/05/2011,11/05/2011,Standard Class,Tonja Turnell,Home Office,Thuringia,Germany,FUR-FU-10000135,Furniture,Furnishings,"Tenex Photo Frame, Black",311,6,0,15.75
IN-2011-77549,05/05/2011,10/05/2011,Standard Class,Craig Carreira,Consumer,Punjab,Pakistan,FUR-CH-10004580,Furniture,Chairs,"Office Star Bag Chairs, Adjustable",139,3,0.2,14.34
CA-2011-110219,05/05/2011,08/05/2011,First Class,Emily Burns,Consumer,Texas,United States,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",128,3,0.3,9.93
IT-2011-2558119,05/05/2011,11/05/2011,Standard Class,Tonja Turnell,Home Office,Thuringia,Germany,OFF-AR-10001269,Office Supplies,Art,"BIC Markers, Water Color",89,3,0,9.54
AU-2011-4210,05/05/2011,09/05/2011,Second Class,Paul MacIntyre,Consumer,Salzburg,Austria,FUR-HON-10003653,Furniture,Chairs,"Hon Steel Folding Chair, Black",79,1,0,5.87
IT-2011-2558119,05/05/2011,11/05/2011,Standard Class,Tonja Turnell,Home Office,Thuringia,Germany,OFF-PA-10003994,Office Supplies,Paper,"Eaton Note Cards, Premium",56,2,0,5.55
SF-2011-3360,05/05/2011,11/05/2011,Standard Class,Maribeth Yedwab,Corporate,Gauteng,South Africa,OFF-IBI-10000099,Office Supplies,Binders,"Ibico Binder, Clear",60,4,0,5.22
IT-2011-2558119,05/05/2011,11/05/2011,Standard Class,Tonja Turnell,Home Office,Thuringia,Germany,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",107,4,0,5.08
IT-2011-2558119,05/05/2011,11/05/2011,Standard Class,Tonja Turnell,Home Office,Thuringia,Germany,OFF-EN-10003465,Office Supplies,Envelopes,"Cameo Peel and Seal, Security-Tint",70,3,0,4.61
CA-2011-111934,05/05/2011,07/05/2011,First Class,Giulietta Dortch,Corporate,Virginia,United States,OFF-PA-10000474,Office Supplies,Paper,Staples,35,1,0,4.45
IT-2011-2558119,05/05/2011,11/05/2011,Standard Class,Tonja Turnell,Home Office,Thuringia,Germany,OFF-ST-10003132,Office Supplies,Storage,"Fellowes Box, Blue",53,3,0.1,4.01
AU-2011-4210,05/05/2011,09/05/2011,Second Class,Paul MacIntyre,Consumer,Salzburg,Austria,OFF-ROG-10000332,Office Supplies,Storage,"Rogers Box, Single Width",24,1,0,3
CA-2011-166457,05/05/2011,09/05/2011,Second Class,Peter Fuller,Consumer,Kentucky,United States,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,25,2,0,2.4
CA-2011-111934,05/05/2011,07/05/2011,First Class,Giulietta Dortch,Corporate,Virginia,United States,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,12,2,0,1.69
CA-2011-160738,05/05/2011,10/05/2011,Standard Class,Katharine Harms,Corporate,Illinois,United States,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45,2,0.2,1.56
SF-2011-3360,05/05/2011,11/05/2011,Standard Class,Maribeth Yedwab,Corporate,Gauteng,South Africa,OFF-ELI-10001507,Office Supplies,Supplies,"Elite Scissors, Steel",22,1,0,1.46
CA-2011-166457,05/05/2011,09/05/2011,Second Class,Peter Fuller,Consumer,Kentucky,United States,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9,3,0,0.56
CA-2011-166457,05/05/2011,09/05/2011,Second Class,Peter Fuller,Consumer,Kentucky,United States,OFF-AR-10003651,Office Supplies,Art,Newell 350,7,2,0,0.34
IN-2011-28654,06/05/2011,10/05/2011,Standard Class,Tamara Chand,Corporate,Sichuan,China,TEC-CO-10002697,Technology,Copiers,"Brother Wireless Fax, High-Speed",1131,3,0,76.57
MX-2011-132584,06/05/2011,08/05/2011,First Class,Christine Phan,Corporate,Santiago de Cuba,Cuba,FUR-BO-10002378,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",188,2,0,59.76
MX-2011-132584,06/05/2011,08/05/2011,First Class,Christine Phan,Corporate,Santiago de Cuba,Cuba,TEC-CO-10001560,Technology,Copiers,"Hewlett Ink, Color",200,2,0.002,56.73
IN-2011-28654,06/05/2011,10/05/2011,Standard Class,Tamara Chand,Corporate,Sichuan,China,FUR-BO-10001155,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional",424,3,0,53.34
RO-2011-6750,06/05/2011,11/05/2011,Standard Class,Bryan Spruell,Home Office,Botosani,Romania,OFF-SME-10004702,Office Supplies,Storage,"Smead File Cart, Industrial",514,4,0,47.52
RO-2011-6750,06/05/2011,11/05/2011,Standard Class,Bryan Spruell,Home Office,Botosani,Romania,OFF-KIT-10003611,Office Supplies,Appliances,"KitchenAid Stove, Red",570,1,0,38.68
IN-2011-10419,06/05/2011,12/05/2011,Standard Class,Alejandro Savely,Corporate,Henan,China,TEC-MA-10000317,Technology,Machines,"StarTech Receipt Printer, Red",323,3,0,37.29
QA-2011-3520,06/05/2011,08/05/2011,First Class,Tony Chapman,Home Office,Ad Dawhah,Qatar,OFF-SAN-10004881,Office Supplies,Art,"Sanford Pencil Sharpener, Easy-Erase",163,6,0,34.36
RO-2011-6750,06/05/2011,11/05/2011,Standard Class,Bryan Spruell,Home Office,Botosani,Romania,FUR-SAU-10004653,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",436,1,0,18.42
MX-2011-132584,06/05/2011,08/05/2011,First Class,Christine Phan,Corporate,Santiago de Cuba,Cuba,OFF-AR-10000399,Office Supplies,Art,"Binney & Smith Highlighters, Fluorescent",48,4,0,18.28
IN-2011-25224,06/05/2011,10/05/2011,Standard Class,Lisa DeCherney,Consumer,Seoul,South Korea,FUR-BO-10001753,Furniture,Bookcases,"Dania Stackable Bookrack, Traditional",387,4,0.2,14.54
RO-2011-2520,06/05/2011,11/05/2011,Standard Class,Annie Thurman,Consumer,Galati,Romania,TEC-NOK-10002555,Technology,Phones,"Nokia Audio Dock, VoIP",167,1,0,13.93
CA-2011-121664,06/05/2011,10/05/2011,Standard Class,Harold Pawlan,Home Office,California,United States,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,141,8,0.2,12.51
IN-2011-28654,06/05/2011,10/05/2011,Standard Class,Tamara Chand,Corporate,Sichuan,China,FUR-FU-10004182,Furniture,Furnishings,"Eldon Stacking Tray, Black",252,8,0,11.19
IN-2011-10419,06/05/2011,12/05/2011,Standard Class,Alejandro Savely,Corporate,Henan,China,TEC-PH-10003927,Technology,Phones,"Nokia Audio Dock, with Caller ID",167,1,0,11.06
US-2011-154879,06/05/2011,11/05/2011,Standard Class,Steve Nguyen,Home Office,California,United States,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,108,6,0,10.88
MX-2011-106159,06/05/2011,08/05/2011,Second Class,Steve Nguyen,Home Office,Chinandega,Nicaragua,FUR-CH-10000265,Furniture,Chairs,"Office Star Chairmat, Adjustable",91,2,0,10.57
ES-2011-3634665,06/05/2011,10/05/2011,Standard Class,Hunter Lopez,Consumer,Centre,France,FUR-FU-10001200,Furniture,Furnishings,"Tenex Photo Frame, Erganomic",151,3,0,10.55
IN-2011-10419,06/05/2011,12/05/2011,Standard Class,Alejandro Savely,Corporate,Henan,China,TEC-AC-10003895,Technology,Accessories,"Enermax Mouse, Bluetooth",161,4,0,8.32
ES-2011-5867278,06/05/2011,08/05/2011,First Class,Rose O'Brian,Consumer,England,United Kingdom,OFF-FA-10001097,Office Supplies,Fasteners,"Accos Paper Clips, Assorted Sizes",34,3,0,6.24
IN-2011-45041,06/05/2011,10/05/2011,Standard Class,Magdelene Morse,Consumer,Maharashtra,India,OFF-BI-10002446,Office Supplies,Binders,"Wilson Jones Binder, Economy",78,6,0,4.67
QA-2011-3520,06/05/2011,08/05/2011,First Class,Tony Chapman,Home Office,Ad Dawhah,Qatar,OFF-STA-10002654,Office Supplies,Art,"Stanley Pencil Sharpener, Fluorescent",25,1,0,4.43
UP-2011-6400,06/05/2011,10/05/2011,Standard Class,Craig Yedwab,Corporate,Luhans'k,Ukraine,OFF-IBI-10001123,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled",31,1,0,3.49
RO-2011-6750,06/05/2011,11/05/2011,Standard Class,Bryan Spruell,Home Office,Botosani,Romania,OFF-ACC-10000233,Office Supplies,Binders,"Acco Binder, Economy",61,4,0,3.06
IN-2011-10419,06/05/2011,12/05/2011,Standard Class,Alejandro Savely,Corporate,Henan,China,OFF-BI-10003475,Office Supplies,Binders,"Wilson Jones Index Tab, Recycled",41,6,0,2.59
TU-2011-2420,06/05/2011,12/05/2011,Standard Class,Laurel Beltran,Home Office,Adana,Turkey,OFF-GRE-10001521,Office Supplies,Paper,"Green Bar Message Books, Recycled",19,2,0.6,2.4
RO-2011-6750,06/05/2011,11/05/2011,Standard Class,Bryan Spruell,Home Office,Botosani,Romania,OFF-GRE-10001521,Office Supplies,Paper,"Green Bar Message Books, Recycled",24,1,0,1.3
ID-2011-82491,06/05/2011,10/05/2011,Standard Class,Lori Olson,Corporate,Auckland,New Zealand,OFF-ST-10003808,Office Supplies,Storage,"Eldon Box, Wire Frame",11,2,0.4,1.09
TU-2011-2420,06/05/2011,12/05/2011,Standard Class,Laurel Beltran,Home Office,Adana,Turkey,FUR-DEF-10002865,Furniture,Furnishings,"Deflect-O Light Bulb, Erganomic",14,2,0.6,1.09
US-2011-154879,06/05/2011,11/05/2011,Standard Class,Steve Nguyen,Home Office,California,United States,OFF-LA-10004425,Office Supplies,Labels,Staples,6,2,0,0.33
CA-2011-166086,07/05/2011,12/05/2011,Standard Class,Carol Triggs,Consumer,Massachusetts,United States,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872,4,0,74.39
CG-2011-2090,07/05/2011,09/05/2011,First Class,Roger Barcio,Home Office,Equateur,Democratic Republic of the Congo,FUR-IKE-10000521,Furniture,Bookcases,"Ikea Classic Bookcase, Mobile",414,1,0,48.6
ES-2011-3403155,07/05/2011,09/05/2011,Second Class,Tracy Blumstein,Consumer,Madrid,Spain,TEC-PH-10004810,Technology,Phones,"Samsung Speaker Phone, Full Size",224,2,0.1,28.37
CA-2011-166086,07/05/2011,12/05/2011,Standard Class,Carol Triggs,Consumer,Massachusetts,United States,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,194,2,0.3,21.73
ES-2011-3403155,07/05/2011,09/05/2011,Second Class,Tracy Blumstein,Consumer,Madrid,Spain,OFF-EN-10003360,Office Supplies,Envelopes,"Kraft Mailers, with clear poly window",82,2,0,20.02
IT-2011-3053644,07/05/2011,12/05/2011,Second Class,Dianna Arnett,Home Office,North Holland,Netherlands,OFF-BI-10004328,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy",171,7,0.5,7.48
CA-2011-166086,07/05/2011,12/05/2011,Standard Class,Carol Triggs,Consumer,Massachusetts,United States,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16,3,0,2.87
CA-2011-166086,07/05/2011,12/05/2011,Standard Class,Carol Triggs,Consumer,Massachusetts,United States,OFF-AR-10002578,Office Supplies,Art,Newell 335,9,3,0,1.46
CA-2011-116666,08/05/2011,10/05/2011,First Class,Kean Thornton,Consumer,Pennsylvania,United States,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1800,5,0.4,276.7
ID-2011-23586,08/05/2011,10/05/2011,Second Class,Mick Crebagga,Consumer,South Australia,Australia,FUR-TA-10000073,Furniture,Tables,"Lesro Coffee Table, Adjustable Height",534,3,0.3,36.21
US-2011-137309,08/05/2011,12/05/2011,Standard Class,Chuck Sachs,Consumer,Francisco Morazán,Honduras,TEC-PH-10003935,Technology,Phones,"Cisco Speaker Phone, Full Size",168,3,0.4,6.25
ID-2011-62142,09/05/2011,13/05/2011,Standard Class,James Lanier,Home Office,Bangkok,Thailand,FUR-CH-10002872,Furniture,Chairs,"SAFCO Executive Leather Armchair, Adjustable",1016,3,0.27,78.3
